author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground;residential_complex
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301836251/;Москва;rent;flat;12;18;1;35.5;57000;0;; Саларьевская;15к1;Саларьево;
Светлана Коновалова;realtor;https://www.cian.ru/rent/flat/302464645/;Москва;rent;flat;18;24;1;38.0;35000;0;Некрасовка; Вертолетчиков;2;Некрасовка;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301400818/;Москва;rent;flat;26;33;1;20.0;46000;0;Нижегородский;Новохохловская ;15к3;Калитники;
Slava Realty;real_estate_agent;https://www.cian.ru/rent/flat/301788345/;Москва;rent;flat;2;53;1;20.0;110000;0;Пресненский;Шмитовский проезд;39к8;Шелепиха;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/rent/flat/302017473/;Москва;rent;flat;2;9;1;15.0;32000;0;Старое Крюково;Зеленоград;к814;Зеленоград — Крюково;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300307851/;Москва;rent;flat;22;24;1;43.4;63000;0;Нижегородский;Новохохловская ;15к1;Новохохловская;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302169617/;Москва;rent;flat;4;17;1;33.5;73000;0;; Большое Понизовье;10;Филатов Луг;
Игорь Литвинов;realtor;https://www.cian.ru/rent/flat/301994491/;Москва;rent;flat;2;12;1;30.0;33000;0;Бирюлево Восточное;Липецкая ;14к1;Царицыно;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299435276/;Москва;rent;flat;10;24;1;71.7;130200;0;Раменки; Лобачевского;118к2;Аминьевская;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302150375/;Москва;rent;flat;23;33;1;19.8;52600;0;Нижегородский;Перовское шоссе;2к3;Нижегородская;
ID 170359;unknown;https://www.cian.ru/rent/flat/302356093/;Москва;rent;flat;23;25;1;47.0;70000;0;Очаково-Матвеевское; Лобачевского;41;Аминьевская;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302462334/;Москва;rent;flat;6;22;1;35.0;55000;0;Дмитровский;Дмитровское шоссе;107к1;Яхромская;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302480686/;Москва;rent;flat;4;10;1;45.0;38000;0;Бирюлево Западное;Булатниковская ;3К4;Пражская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302379842/;Москва;rent;flat;1;9;1;35.0;40000;0;Южное Тушино;Туристская ;6К2;Сходненская;
Светлана Тычинина;realtor;https://www.cian.ru/rent/flat/301539096/;Москва;rent;flat;12;14;1;38.5;50000;0;Покровское-Стрешнево; Большая Набережная;11к1;Тушинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301990748/;Москва;rent;flat;5;12;1;37.0;170000;0;Арбат;Смоленская набережная;5/13;Смоленская;
Дмитрий Некипелов;realtor;https://www.cian.ru/rent/flat/279500586/;Москва;rent;flat;7;14;1;32.0;25000;0;Крюково;Зеленоград;к1501;Ховрино;
Наталья Сеногноева;realtor;https://www.cian.ru/rent/flat/302379126/;Москва;rent;flat;6;17;1;40.0;70000;0;Крылатское;Осенний бульвар;16К2;Крылатское;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302079477/;Москва;rent;flat;5;6;1;47.0;140000;0;Замоскворечье;Шлюзовая набережная;2А;Павелецкая;
Максим Радин;realtor;https://www.cian.ru/rent/flat/302466415/;Москва;rent;flat;9;12;1;33.0;36000;0;Бибирево;Шенкурский проезд;4;Алтуфьево;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300993209/;Москва;rent;flat;7;10;1;47.0;95000;0;Щукино; Маршала Рыбалко;2к9;Панфиловская;
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/301216725/;Москва;rent;flat;1;5;1;48.85;130000;0;Басманный;Малый Трехсвятительский переулок;8/2С8;Китай-город;
Манхэттен эстейт;real_estate_agent;https://www.cian.ru/rent/flat/302247817/;Москва;rent;flat;5;14;1;33.9;27000;0;; Аэростатная;6к1;Крёкшино;
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299465480/;Москва;rent;flat;1;9;1;40.0;50000;0;Даниловский;2-й Павловский переулок;13;Серпуховская;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302450768/;Москва;rent;flat;9;9;1;35.0;40000;0;Рязанский;Рязанский проспект;73;Рязанский проспект;
ID 98981682;homeowner;https://www.cian.ru/rent/flat/301821532/;Москва;rent;flat;10;23;1;40.0;55000;0;Проспект Вернадского; Коштоянца;10;Проспект Вернадского;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302390330/;Москва;rent;flat;8;19;1;40.0;35000;0;Старое Крюково;Зеленоград;к848;Зеленоград — Крюково;
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302490261/;Москва;rent;flat;15;24;1;22.3;67300;0;Даниловский;Автозаводская ;23Бк2;ЗИЛ;
Павел Пинек;realtor;https://www.cian.ru/rent/flat/302473144/;Москва;rent;flat;9;9;1;35.0;52000;0;Сокольники; Гастелло;37;Сокольники;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302391255/;Москва;rent;flat;1;5;1;32.0;35000;0;Котловка;Нагорная ;22К4;Нагорная;
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/301779703/;Москва;rent;flat;8;9;1;32.6;35000;0;Ховрино;Онежская ;45/19;Моссельмаш;
Светлана Жалпиева;realtor;https://www.cian.ru/rent/flat/244208359/;Москва;rent;flat;14;18;1;32.8;30000;0;; Александры Монаховой;90к4;Бунинская аллея;
Андрей Чернов;realtor;https://www.cian.ru/rent/flat/302507527/;Москва;rent;flat;5;5;1;32.0;35000;0;Зюзино;Азовская ;29К1;Севастопольская;
Ольга Лёвина;realtor;https://www.cian.ru/rent/flat/266271363/;Москва;rent;flat;8;17;1;38.0;57000;0;Южное Медведково;проезд Дежнева;30;Отрадное;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302381114/;Москва;rent;flat;2;24;1;25.0;32000;0;Выхино-Жулебино;Привольная ;56;Жулебино;
SERGEEW APARTAMENTS;real_estate_agent;https://www.cian.ru/rent/flat/302390190/;Москва;rent;flat;4;5;1;35.0;65000;0;Щукино; Гамалеи;10;Щукинская;
Алексей Смирнов;realtor;https://www.cian.ru/rent/flat/291153631/;Москва;rent;flat;3;33;1;24.0;55000;0;Нижегородский;Перовское шоссе;2к3;Нижегородская;
Достижение;real_estate_agent;https://www.cian.ru/rent/flat/274668720/;Москва;rent;flat;2;5;1;33.0;35000;0;Перово;Мастеровая ;4;Шоссе Энтузиастов;
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/302481885/;Москва;rent;flat;6;25;1;38.0;45000;0;Митино;Муравская ;42к1;Пятницкое шоссе;
Ирина Сафонова;realtor;https://www.cian.ru/rent/flat/292679221/;Москва;rent;flat;8;17;1;40.0;45000;0;Марфино;Большая Марфинская ;1к3;Улица Милашенкова;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302198598/;Москва;rent;flat;3;5;1;34.0;33000;0;Очаково-Матвеевское;Веерная ;10;Матвеевская;
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/302125611/;Москва;rent;flat;4;24;1;42.0;65000;0;Богородское;Краснобогатырская ;24;Преображенская площадь;
АЛГА;real_estate_agent;https://www.cian.ru/rent/flat/302280346/;Москва;rent;flat;9;35;1;45.0;60000;0;Левобережный;Смольная ;49;Беломорская;
Дмитрий Касюкин;realtor;https://www.cian.ru/rent/flat/302252838/;Москва;rent;flat;3;8;1;40.0;30000;0;; Золотошвейная;9;Филатов Луг;
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/301822330/;Москва;rent;flat;16;30;1;46.0;130000;0;Пресненский;Шмитовский проезд;39к1;Шелепиха;
WHITE BROKER;real_estate_agent;https://www.cian.ru/rent/flat/301624147/;Москва;rent;flat;4;5;1;35.0;74999;0;Замоскворечье;Большая Татарская ;30;Новокузнецкая;
Юлия Рубан;realtor;https://www.cian.ru/rent/flat/161853191/;Москва;rent;flat;3;5;1;36.0;35000;0;Нижегородский;Подъемная ;3;Нижегородская;
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/301507591/;Москва;rent;flat;10;21;1;50.0;120000;0;Раменки;Мосфильмовская ;88к2с7;Раменки;
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302452609/;Москва;rent;flat;7;15;1;31.0;89900;0;Хорошевский;Ходынский бульвар;2;ЦСКА;
Надежда Полозкова;realtor;https://www.cian.ru/rent/flat/291473908/;Москва;rent;flat;1;5;1;31.0;37000;0;Южное Тушино;Лодочная ;39С2;Сходненская;
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302452258/;Москва;rent;flat;2;15;1;32.0;89900;0;Хорошевский;Ходынский бульвар;2;ЦСКА;
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302451933/;Москва;rent;flat;7;15;1;32.0;89900;0;Хорошевский;Ходынский бульвар;2;ЦСКА;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302440718/;Москва;rent;flat;7;17;1;43.0;55000;0;Ломоносовский; Гарибальди;6К2;Новые Черёмушки;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302475841/;Москва;rent;flat;2;18;1;26.0;50000;0;Останкинский;Березовая аллея;19к4;Ботанический сад;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302481003/;Москва;rent;flat;7;10;1;40.0;43000;0;Выхино-Жулебино; Авиаконструктора Миля;11К2;Жулебино;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302462909/;Москва;rent;flat;12;14;1;45.0;40000;0;Свиблово;проезд Берингов;6К2;Свиблово;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302461004/;Москва;rent;flat;1;4;1;30.0;55000;0;Покровское-Стрешнево;Волоколамское шоссе;88к5с5;Тушинская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302464020/;Москва;rent;flat;16;33;1;39.0;45000;0;Очаково-Матвеевское;Очаковское шоссе;5к1;Аминьевская;
Верный номер;real_estate_agent;https://www.cian.ru/rent/flat/302274742/;Москва;rent;flat;1;17;1;30.0;30000;0;; Яворки;1к6;Коммунарка;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302488417/;Москва;rent;flat;1;9;1;40.0;52000;0;Беговой;Расковой переулок;17;Белорусская;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302483837/;Москва;rent;flat;17;33;1;28.0;45000;0;Рязанский; Михайлова;30Ак6;Окская;
Дина Медведева;realtor;https://www.cian.ru/rent/flat/302252703/;Москва;rent;flat;2;4;1;44.8;35000;0;; Бориса Житкова;5;Крёкшино;
Анна Иванова;realtor;https://www.cian.ru/rent/flat/302408797/;Москва;rent;flat;16;33;1;32.4;70000;0;Нижегородский;Перовское шоссе;2к2;Нижегородская;
ID 55394;real_estate_agent;https://www.cian.ru/rent/flat/302489512/;Москва;rent;flat;8;14;1;40.0;38000;0;Марьино; Перерва;34;Марьино;
ID 174569;unknown;https://www.cian.ru/rent/flat/302466595/;Москва;rent;flat;3;12;1;36.0;43000;0;Коптево;3-й Михалковский переулок;20К1;Коптево;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302447538/;Москва;rent;flat;1;5;1;23.0;50000;0;Сокольники; Короленко;7К3;Сокольники;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302212036/;Москва;rent;flat;1;9;1;45.0;43000;0;Ясенево;Новоясеневский проспект;19К4;Новоясеневская;
Инна Ларди;realtor;https://www.cian.ru/rent/flat/302314511/;Москва;rent;flat;5;12;1;39.0;30000;0;Южное Бутово;Чечерский проезд;24К2;Улица Горчакова;
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/302228334/;Москва;rent;flat;4;4;1;24.0;100000;0;Тверской; Петровка;17С2;Театральная;
